process_stage_fact_key,district_key,district_agency_key,district_process_hash_sha256,stage_sequence,stage_code,action_th,owner_role_th,manual_document_duration_days,timing_is_emergency_response_sla,verification_status
35a3c5b55e1ebe473b529411001ef52cb87f05debefcf9d51ede7b72b2c1cfe3,1013,bma-district-1013,448a18ad4bac9b2c5a5ea2ed5d9d77e40163d15d625e69528a5036b8796f7e29,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
ee7696c288231541a8a7f20bcc46ae42ab5f6e77f42dc7dabd92d5f092ab9f11,1013,bma-district-1013,448a18ad4bac9b2c5a5ea2ed5d9d77e40163d15d625e69528a5036b8796f7e29,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
e9404788f1e23925685c7b06482d32e8f605842db0d53f12c920a6840a4326f0,1013,bma-district-1013,448a18ad4bac9b2c5a5ea2ed5d9d77e40163d15d625e69528a5036b8796f7e29,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
ce9f98dd040d442847eb85bfc6c8cdc79bbde31b4b78e89a05676cc620ea1233,1013,bma-district-1013,448a18ad4bac9b2c5a5ea2ed5d9d77e40163d15d625e69528a5036b8796f7e29,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
e5aff5119463f13eb0a517c2752832f6254974f30d24b49fd534befd1a5bd25d,1013,bma-district-1013,448a18ad4bac9b2c5a5ea2ed5d9d77e40163d15d625e69528a5036b8796f7e29,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
6a712842421e98942045b5c9dcc521772f8cd90079aba27c222ecb2f66eb103c,1013,bma-district-1013,448a18ad4bac9b2c5a5ea2ed5d9d77e40163d15d625e69528a5036b8796f7e29,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
168604072f7bcaa0250119783803955ad13232ce5effc915410a9b0ce068c18f,1014,bma-district-1014,822e50f5458cc053a8351d31b8204325043049a7ba68cd1ed7ab052c85c23aab,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
02a0f2518208455f5c60ab2595c490e382ecad0e3ff9f15f28f7323dc5fb9288,1014,bma-district-1014,822e50f5458cc053a8351d31b8204325043049a7ba68cd1ed7ab052c85c23aab,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
850daf8fd76dc9eb94c2b085b7382785f8a6ae541e1f811c40c78a92d5ce0332,1014,bma-district-1014,822e50f5458cc053a8351d31b8204325043049a7ba68cd1ed7ab052c85c23aab,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
7af4104c8548413ef89792afcfb06d6c29dade2ca9c5e42c63f555da5940007c,1014,bma-district-1014,822e50f5458cc053a8351d31b8204325043049a7ba68cd1ed7ab052c85c23aab,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
8b407787a0220e5ffeafb50c82e221dfe987fe7996dbd72123ee46202abba820,1014,bma-district-1014,822e50f5458cc053a8351d31b8204325043049a7ba68cd1ed7ab052c85c23aab,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
512512c5ec78a8bab187745f99bc277d3762de10b12a622eef54561db2ae1f56,1014,bma-district-1014,822e50f5458cc053a8351d31b8204325043049a7ba68cd1ed7ab052c85c23aab,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
bfed3d76e07f1211270c0859fb1dcf695fe911a1912c3188e1035d4d5d538c06,1015,bma-district-1015,ad26815cf91f69698f2a3ffa623e761eb8d0662b02f2e45b1dc9e4917ca233ec,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
1288ae93b53d0c4feec6c1e64b33651669a4a0bc3a3a63f219db1ca59b54602f,1015,bma-district-1015,ad26815cf91f69698f2a3ffa623e761eb8d0662b02f2e45b1dc9e4917ca233ec,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
02ab08d261f5fbdfe9223486dd9010d19f061068374ba2681023b7d48fc1d3c2,1015,bma-district-1015,ad26815cf91f69698f2a3ffa623e761eb8d0662b02f2e45b1dc9e4917ca233ec,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
61dad184c5a2efcff973e45aefff65a6eb5b459157e895a8e64ac14249f4a8ab,1015,bma-district-1015,ad26815cf91f69698f2a3ffa623e761eb8d0662b02f2e45b1dc9e4917ca233ec,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
828785937bb1aa8cf37a0b66e8e97ae27bbe6123ecdc5a7d697ee6ad9bc5a936,1015,bma-district-1015,ad26815cf91f69698f2a3ffa623e761eb8d0662b02f2e45b1dc9e4917ca233ec,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
d43d083bce676583ab64182954e888e22a835503e1733f443940c6df88029e98,1015,bma-district-1015,ad26815cf91f69698f2a3ffa623e761eb8d0662b02f2e45b1dc9e4917ca233ec,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
5b64350a9019f44c7ee2c0eb3d5a69d41b17f53ba8915ddd38c38182a65d02e4,1016,bma-district-1016,55bda3fd02cd9176ba2849ec89167239ac012e0fe46b77e6d704c2e5f117b140,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
a50da36717cd56e0b78fd97eacd6ced17bfe7762287b48708ee03900c0f283f9,1016,bma-district-1016,55bda3fd02cd9176ba2849ec89167239ac012e0fe46b77e6d704c2e5f117b140,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
9d6e4e9ff551bd7dc3f21f868645491f98d6db4fccda190a58a7d44a63b8bb79,1016,bma-district-1016,55bda3fd02cd9176ba2849ec89167239ac012e0fe46b77e6d704c2e5f117b140,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
656e15f260588c89a8fde0ee9465e7f50565d0d6584b9721c26a52609af120ef,1016,bma-district-1016,55bda3fd02cd9176ba2849ec89167239ac012e0fe46b77e6d704c2e5f117b140,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
f24833c5192b5669032cc9c63b2927ccee4e1e18365bb2082c4510d2d849bf78,1016,bma-district-1016,55bda3fd02cd9176ba2849ec89167239ac012e0fe46b77e6d704c2e5f117b140,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
8aa42d40b70ea12d582191a24ae5517a4ac69e1ee88dfe17f3250cdf5cc765ce,1016,bma-district-1016,55bda3fd02cd9176ba2849ec89167239ac012e0fe46b77e6d704c2e5f117b140,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
69b49246f308a6bad26d2263b851719653ae040f952c364bdbc2be12cc054bd9,1017,bma-district-1017,1948f16e44842547700064ce1964226e3fc71efda6dfb14afc22e9a9995fd115,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
981caea255bef4815e6bb0eabdd9f5706ab8157e324e62b29a989606c3faf973,1017,bma-district-1017,1948f16e44842547700064ce1964226e3fc71efda6dfb14afc22e9a9995fd115,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
e6fbcf05d51ace7b04252acfac0823656fe07c5a6231afe8663f6e32751ad576,1017,bma-district-1017,1948f16e44842547700064ce1964226e3fc71efda6dfb14afc22e9a9995fd115,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
e30c9dd2319785f1b2de65cf0ed52796703c4356dbd7098b5ea9a2abb9fdb88f,1017,bma-district-1017,1948f16e44842547700064ce1964226e3fc71efda6dfb14afc22e9a9995fd115,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
64af96ebeab1174dc11c6b1d02b2a77efb34946cd3ab930ed2e36d0b59ceb31b,1017,bma-district-1017,1948f16e44842547700064ce1964226e3fc71efda6dfb14afc22e9a9995fd115,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
e528a657f6ce125ab3b40aecf192e22b45b27cadabe927548800418c7d95b505,1017,bma-district-1017,1948f16e44842547700064ce1964226e3fc71efda6dfb14afc22e9a9995fd115,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
e9829ef87e39bcbb5a750acd2d9464da9900934579b755023ec95cddc7133188,1018,bma-district-1018,c17b633d5c2e8a00f4b074b6b3ffdbc981b9c1bb8d33a6b5f7ba534b8041c5ab,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
50910c935ba8649a212bd5e56bcc355ae5d0772c97665b02505d8e5038a4dff8,1018,bma-district-1018,c17b633d5c2e8a00f4b074b6b3ffdbc981b9c1bb8d33a6b5f7ba534b8041c5ab,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
70f9ce76a80446fe8aa499780740cddfcfb81f3397805b5a5b12c266fccc979f,1018,bma-district-1018,c17b633d5c2e8a00f4b074b6b3ffdbc981b9c1bb8d33a6b5f7ba534b8041c5ab,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
e83b698d75b47121b7b1042623fc1d151a86921866ae759e29e0c4a41fb0051c,1018,bma-district-1018,c17b633d5c2e8a00f4b074b6b3ffdbc981b9c1bb8d33a6b5f7ba534b8041c5ab,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
beb0b88030cb91cca5943e42a5144afb4b601f0794bc91b8d316d83a3032f518,1018,bma-district-1018,c17b633d5c2e8a00f4b074b6b3ffdbc981b9c1bb8d33a6b5f7ba534b8041c5ab,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
97f23595715417989d3546bcd34d88727bdf30955d836b51b5180dbc66f46187,1018,bma-district-1018,c17b633d5c2e8a00f4b074b6b3ffdbc981b9c1bb8d33a6b5f7ba534b8041c5ab,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
b726d8fe47702bf635b87761d7dc41b7d021ca8b95484ed5b2cec69d6f11c509,1019,bma-district-1019,ee43e9e045aed9670bc709fc2e0cd60458999ecb7b2460542bc407384d6575da,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
6c211489dc3f17281983dab96c155f71d09ea2631a3cca455e1b64b896e7b11e,1019,bma-district-1019,ee43e9e045aed9670bc709fc2e0cd60458999ecb7b2460542bc407384d6575da,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
69fbe7ea1ee6a1a904f1effa864508321248b29241a268091bb27ff321069e00,1019,bma-district-1019,ee43e9e045aed9670bc709fc2e0cd60458999ecb7b2460542bc407384d6575da,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
2a24451ae69f19f8bc1ecaf20d137a222b03dbfc118e4be6717072c14da2a5e1,1019,bma-district-1019,ee43e9e045aed9670bc709fc2e0cd60458999ecb7b2460542bc407384d6575da,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
6395a9e0c075432e18dda3f822898d201afc30d12a75170102857ee768d22f28,1019,bma-district-1019,ee43e9e045aed9670bc709fc2e0cd60458999ecb7b2460542bc407384d6575da,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
abf201ebbfda6d7992c6b74f80f0d10dd2919f5e2d826f975dc9f102685cf32d,1019,bma-district-1019,ee43e9e045aed9670bc709fc2e0cd60458999ecb7b2460542bc407384d6575da,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
318aaed1f133b3d98a8e6641efc462f79ff00f1051535ffcce7cc4024248f61e,1020,bma-district-1020,7c5598a97327fac306bcd0c58ab439a0fbb77f8589df117a2347dbb1f805e932,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
c511ea2246793ac59a27e9c844472fd415dce055fb9beff4fbb6cb01c57879a7,1020,bma-district-1020,7c5598a97327fac306bcd0c58ab439a0fbb77f8589df117a2347dbb1f805e932,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
1604f57e515c145f10ff3fd9829ec4c8c66001345fb856fd9f3282adc6e0c175,1020,bma-district-1020,7c5598a97327fac306bcd0c58ab439a0fbb77f8589df117a2347dbb1f805e932,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
5d9b36c1cb15d6ff39ba977d19b538802a93d1cdfa23886cf32eb46ac9224647,1020,bma-district-1020,7c5598a97327fac306bcd0c58ab439a0fbb77f8589df117a2347dbb1f805e932,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
09fcdb9a42b30ef13244710a62227f22ec1a115b678965fb390c6b96f244c553,1020,bma-district-1020,7c5598a97327fac306bcd0c58ab439a0fbb77f8589df117a2347dbb1f805e932,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
fff22d712ca99387d69149678005c70494be2f2437d30d5ebf8b0a9e54e74d66,1020,bma-district-1020,7c5598a97327fac306bcd0c58ab439a0fbb77f8589df117a2347dbb1f805e932,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
a1a35d2595e848255fca540c16b9c7e0f1c6d07b93b8babd920c60e55706776f,1021,bma-district-1021,d6f53c43cbce4431cfc522c52114fa02953147d2bd8a5864911261a5b11d2d4f,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
c71ea034dbe349d642042cce882668c902683f92d0537a183e1cfe03840f6f73,1021,bma-district-1021,d6f53c43cbce4431cfc522c52114fa02953147d2bd8a5864911261a5b11d2d4f,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
f2a41a1fa62385a0258cdb1d1f28b2f4ed8ab67f412e5bf5be6037fc135eead5,1021,bma-district-1021,d6f53c43cbce4431cfc522c52114fa02953147d2bd8a5864911261a5b11d2d4f,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
9e33c391f8bb3f402f2e5dd81e46a5672dd3e59f99e7cc0916df8bc4aae81fe7,1021,bma-district-1021,d6f53c43cbce4431cfc522c52114fa02953147d2bd8a5864911261a5b11d2d4f,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
fa4243b2c9c74354a824bd74ba7d5e75e98040afba9bcd752ec59ebba60739f3,1021,bma-district-1021,d6f53c43cbce4431cfc522c52114fa02953147d2bd8a5864911261a5b11d2d4f,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
e47541d29f3d3dee2f1a7796cb40881c190a7bdcab7952cf3166c6e55a537ffa,1021,bma-district-1021,d6f53c43cbce4431cfc522c52114fa02953147d2bd8a5864911261a5b11d2d4f,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
67880d1febd9dc98c5a9bc5d1ff2220b572c5c5f5dbd71bcf5f4369ce55df0b1,1022,bma-district-1022,ff0d03ca7fe3722ccf94d76df24b1077e0c41d5509c01b23f1e1ba86904431de,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
5b8f6aa078d7cf80f8259cacb087d2c6e4faed08b4120c28fec21dc715fdfd79,1022,bma-district-1022,ff0d03ca7fe3722ccf94d76df24b1077e0c41d5509c01b23f1e1ba86904431de,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
35ad1894a70656b15561b829dc562d6ef83e3d1cbbb293301ccbb96cf5deeadf,1022,bma-district-1022,ff0d03ca7fe3722ccf94d76df24b1077e0c41d5509c01b23f1e1ba86904431de,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
a32860c4ddf105bac17116de7a13e8cc86e6264df31395533e41c77dca91787a,1022,bma-district-1022,ff0d03ca7fe3722ccf94d76df24b1077e0c41d5509c01b23f1e1ba86904431de,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
35f36b18fc87255c8322e2cf40484f82bd4e58ec1f6a56038809014837c11258,1022,bma-district-1022,ff0d03ca7fe3722ccf94d76df24b1077e0c41d5509c01b23f1e1ba86904431de,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
3040cee580452dc1341889398831c4e5ace24ce6e44dbae8b84166faa526305a,1022,bma-district-1022,ff0d03ca7fe3722ccf94d76df24b1077e0c41d5509c01b23f1e1ba86904431de,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
a8ebc1d6559daf5904239909742c1db14c622556fd27247237f44f7f494e5506,1023,bma-district-1023,47aa106a565d240ee92a6c779b0847644cf684fa82cdbe80588f84ea61501582,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
2ea0de4eb3e272521232a21de53f975ad511a2d4df6c715999a4d7318f3b6881,1023,bma-district-1023,47aa106a565d240ee92a6c779b0847644cf684fa82cdbe80588f84ea61501582,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
3936c639a0705f00b17e7dbb16d4ebba211231fab198f694f982400819eef0bf,1023,bma-district-1023,47aa106a565d240ee92a6c779b0847644cf684fa82cdbe80588f84ea61501582,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
bb168fede2fed677d82097d14746c35985dad143f1d7f3630d3d21768542eafb,1023,bma-district-1023,47aa106a565d240ee92a6c779b0847644cf684fa82cdbe80588f84ea61501582,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
974179491118818cc6e1965457a67f4292f858b107db18a9d40f61e3d4fb3dc8,1023,bma-district-1023,47aa106a565d240ee92a6c779b0847644cf684fa82cdbe80588f84ea61501582,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
855a771161b7ca59069ddce1830f9213d94be9d778fa91f5d0bbd3dcfa6b2b41,1023,bma-district-1023,47aa106a565d240ee92a6c779b0847644cf684fa82cdbe80588f84ea61501582,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
f60510fc19a4d46c037f59872f9073a1993f67b17cd29a64bb7cb77a8b7764be,1024,bma-district-1024,99131cdbe34cbfa33c1b689a9b6f9e7316a2e8b39eef709c164ccd28940d9ed3,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
e66bbd26ff900066f55d1789e6feff8e40ee40b00515331239db4e9d72f0c3c3,1024,bma-district-1024,99131cdbe34cbfa33c1b689a9b6f9e7316a2e8b39eef709c164ccd28940d9ed3,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
b6864ce5ce39a37bea3f1661f226438c02d3dcff2db492c0ae0326831a0dbe58,1024,bma-district-1024,99131cdbe34cbfa33c1b689a9b6f9e7316a2e8b39eef709c164ccd28940d9ed3,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
c0c81e5df99088eb998bdadfcc43451a0a051a3ff04234a96f663b628f216b7f,1024,bma-district-1024,99131cdbe34cbfa33c1b689a9b6f9e7316a2e8b39eef709c164ccd28940d9ed3,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
ad206726b62634051e6b19a9f2cbe2b936f541ff7665b7070d0e5de6b2759204,1024,bma-district-1024,99131cdbe34cbfa33c1b689a9b6f9e7316a2e8b39eef709c164ccd28940d9ed3,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
0ad8d287ff16fb78be8aeabb691800d8cd45163da41c9d4de1cb26d264f2e617,1024,bma-district-1024,99131cdbe34cbfa33c1b689a9b6f9e7316a2e8b39eef709c164ccd28940d9ed3,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
78871cd9d3240673e20bccc02edf227dc75d3a98b631d1b814ac389d637897e6,1025,bma-district-1025,c48eb6cd7af6c9fd9205ac693e2aaa59a6adfc14dfc779a87602a73e5bc4dea8,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
