id,name_th,name_en,river_name,latitude,longitude,timestamp,wl_in,wl_out,warning_in,critical_in,pump_count_total,pump_count_active,gate_count_total,status
293,คูน้ำวิภาวดี-สนามกีฬา ทบ.,Vibhavadi Canal-Royal Thai Army Sports Stadium,คูน้ำวิภาวดี,13.78252,100.55784,2026-06-22 21:05:00,-1.03,-99,0.2,0.3,0,0,0,Normal
294,ค.ภาษีเจริญ ตอนวัดหนองแขม,"Phasi Charoen Canal, Nong Khaem Temple",คลองภาษีเจริญ,13.67753,100.33789,2026-06-22 21:05:00,0.21,-99,0.6,0.7,0,0,0,Normal
295,ค.บางปะแก้ว-ถ.ราษฎร์บูรณะ,Bang Pakao Canal- Rat Burana Rd.,คลองบางปะแก้ว,13.68868,100.49015,2026-06-22 21:05:00,-0.47,-99,0.6,0.7,0,0,0,Normal
296,ค.สุทธาวาส-ซ.เทอดไท 33,Suthawas Canal- Soi Thet Thai 33,คลองสุทธาวาส,13.70645,100.4784,2026-06-22 21:05:00,-0.37,-99,0.6,0.8,0,0,0,Normal
297,ค.เคล็ด ซ.เปรมฤทัย20,"Kled Canal, Soi Premruthai 20",คลองเคล็ด,13.68033,100.63959,2026-06-22 21:00:00,-0.53,-99,0.5,1.0,0,0,0,Normal
298,ปตร.คลองประเวศฯ - กรมชลประทาน,"
Khlong Prawet Floodgate - Royal Irrigation Department",คลองประเวศบุรีรมย์,13.6943,100.8675,2026-06-22 21:10:00,0.02,-99,0.4,0.5,0,0,0,Normal
30,ปตร.ลาดพร้าว,Lat Phrao Drainage Gate,คลองลาดพร้าว,13.79446,100.58957,2026-06-22 21:05:00,-0.56,-0.52,0.2,0.4,0,0,1,Normal
300,ค.เปรมฯ-ค.ตาอูฐ,Ta Uth Pump Station,คลองเปรมประชากร,13.89979,100.58766,2026-06-22 19:25:00,0.07,-99,1.0,1.2,0,0,0,Normal
31,ส.สามเสน,Samsen Pump Station,คลองสามเสน,13.78484,100.50837,2026-06-22 21:05:00,-0.98,0.19,0.2,0.3,15,0,5,Normal
32,ส.เจ้าคุณสิงห์,Chao Khun Singh Pump Station,คลองเจ้าคุณสิงห์,13.76172,100.61521,2026-06-22 21:05:00,-0.98,-99,-0.3,-0.2,3,0,2,Normal
33,ส.เทเวศร์,Thewet Pump Station,คลองผดุงกรุงเกษม,13.7717,100.50113,2026-06-22 21:05:00,-0.77,0.19,0.6,0.7,5,0,2,Normal
331,ค.รางอ้อ-รางแก้ว ถ.รามอินทรา,Khlong Rang O - Rang Kaeo Monitoring Point (Ram Inthra Rd.),คลองรางอ้อ-รางแก้ว,13.87564,100.60594,2026-06-22 21:05:00,0.37,-99,1.2,1.5,0,0,0,Normal
332,ค.เปรมฯ-สนข.ดอนเมือง,Prem Canal-Don Mueang District Office,คลองเปรมประชากร,13.91035,100.59337,2026-06-22 21:05:00,0.05,-99,1.0,1.2,0,0,0,Normal
35,ค.แสนแสบ-สนข.บางกะปิ,Saen Saep Canal- Bang Kapi Police Station,คลองแสนแสบ,13.76509,100.64791,2026-06-22 21:05:00,-0.51,-99,0.35,0.45,0,0,0,Normal
36,ส.สามเสน-ค.แสนแสบ,Samsen Pump Station-Saen Saep Canal,คลองสามเสน,13.74851,100.59904,2026-06-22 21:05:00,-0.63,-0.63,-0.1,0.0,4,0,1,Normal
37,ส.แสนแสบ-คลองตัน,Saen Saep Pump Station-Tan Canal,คลองแสนแสบ,13.74126,100.59642,2026-06-22 21:05:00,-0.63,-0.64,0.0,0.2,0,0,2,Normal
38,ส.กรุงเกษม,Krung Kasem Pump Station,คลองผดุงกรุงเกษม,13.73035,100.5141,2026-06-22 21:05:00,-0.81,0.32,0.6,0.7,5,0,1,Normal
39,ปตร.ประเวศฯ-ลาดกระบัง,Prawet Drainage Gate-Lat Krabang,คลองประเวศบุรีรมย์,13.72411,100.74987,2026-06-22 21:05:00,-0.27,-0.08,0.4,0.6,0,0,1,Normal
4,ค.บางจาก-พุทธฯสาย 2,Bang Chak Canal-Phuttha Sai 2,คลองบางจาก,13.71484,100.39596,2026-06-22 21:05:00,0.31,-99,0.6,0.7,0,0,0,Normal
40,ปตร.ประเวศฯ-วัดกระทุ่มฯ,Prawet Drainage Gate-Krathum Temple,คลองประเวศบุรีรมย์,13.72396,100.68956,2026-06-22 21:05:00,-0.45,-0.25,0.2,0.2,0,0,2,Normal
41,ส.สาทร,Sathon Pump Station,คลองสาทร,13.71861,100.51499,2026-06-22 21:05:00,-1.14,0.23,0.0,0.2,6,0,3,Normal
42,ค.ประเวศฯ-วัดขจรฯ,Prawet Canal-Khachon Temple,คลองประเวศบุรีรมย์,13.71537,100.64117,2026-06-22 21:05:00,-0.45,-99,0.1,0.2,0,0,0,Normal
43,ส.พระโขนง,Phra Khanong Pump Station,คลองพระโขนง,13.70901,100.59503,2026-06-22 21:05:00,-0.81,0.61,-0.2,-0.1,0,0,3,Normal
44,ส.คลองเตย,Toei Pump Station,คลองเตย,13.70635,100.58779,2026-06-22 21:05:00,-2.06,0.58,-0.4,-0.2,10,0,1,Normal
45,ส.คลองเจ๊ก,Chek Pump Station,คลองเจ็ก,13.6922,100.5898,2026-06-22 21:05:00,-1.0,0.64,-0.2,0.0,2,0,2,Normal
47,ส.บางอ้อ,Bang O Pump Station,คลองบางอ้อ,13.68206,100.59226,2026-06-22 21:05:00,-0.91,0.75,-0.2,0.0,6,0,2,Normal
48,ส.บางนา,Bang Na Pump Station,คลองบางนา,13.67482,100.58775,2026-06-22 21:05:00,-1.08,0.58,-0.2,0.0,7,0,2,Normal
49,ค.บางนา ถ.ศรีนครินทร์,"Bang Na Canal, Srinakarin Rd.",คลองบางนา,13.66102,100.63926,2026-06-22 21:05:00,-0.5,-99,0.4,0.6,0,0,0,Normal
5,ค.บางเขน ถ.กรุงเทพ-นนท์,"Bang Khen Canal, Krungthep-Nonthaburi Rd.",คลองบางเขน,13.83374,100.52207,2026-06-22 21:10:00,-0.63,-99,0.7,0.9,0,0,0,Normal
50,ส.คลองสำโรง,Samrong Canal Pump Station,คลองสำโรง,13.64855,100.59523,2026-06-22 21:05:00,0.23,0.5,0.7,0.8,25,0,3,Normal
51,ส.หนองจอก,Nong Chok Pump Station,คลองแสนแสบ,13.85537,100.8721,2026-06-22 21:05:00,0.32,0.73,1.0,1.1,0,0,1,Normal
52,ส.คลองช่องนนทรี,Chong Nonsi Canal Pump Station,คลองช่องนนทรี,13.6952,100.54853,2026-06-22 21:05:00,-1.9,0.53,0.2,0.3,5,0,2,Normal
53,ส.บางจาก,Bang Chak Pump Station,คลองบางจาก,13.68913,100.59082,2026-06-22 21:05:00,-0.99,0.62,-0.2,0.0,2,0,2,Normal
55,ส.รัชดา-วิภาวดี,Ratchada Pump Station-Vibhavadi,คูน้ำวิภาวดี,13.83021,100.5571,2026-06-22 21:05:00,-1.53,-99,0.2,0.3,0,0,1,Normal
57,ค.เก้า-วัดศรีสุขฯ,Kao Canal-Sri Suk Temple,คลองเก้า,13.92055,100.79237,2026-06-22 21:05:00,0.8,-99,1.2,1.7,0,0,0,Normal
58,ค.สิบสอง-ถ.ประชาสำราญ,Sib Song Canal-Prachasamran Rd.,คลองสิบสอง,13.91359,100.86248,2026-06-22 21:05:00,1.01,-99,1.2,1.7,0,0,0,Normal
59,ปตร.คลองสิบสาม,Sip Sam Canal Drainage Gate,คลองสิบสาม,13.85874,100.86779,2026-06-22 21:05:00,0.31,-99,1.0,1.1,0,0,1,Normal
6,ถ.ประชาชื่น,Prachachuen Rd.,คลองบางเขน,13.84933,100.54268,2026-06-22 21:10:00,-0.47,-99,0.5,0.7,0,0,0,Normal
60,ค.แสนแสบ-วัดทรัพย์ฯ,Saen Saep Canal-Sap Temple,คลองแสนแสบ,13.85141,100.80344,2026-06-22 21:05:00,0.29,-99,1.0,1.1,0,0,0,Normal
61,ปตร.ค.หลวงแพ่ง,Luang Paeng Canal Drainage Gate,คลองหลวงแพ่ง,13.81303,100.93742,2026-06-22 21:05:00,0.27,0.65,1.0,1.1,0,0,1,Normal
62,ค.บึงใหญ่-วัดทองสัมฤทธิ์,Bueng Yai Canal-Thong Samrit Temple,คลองบึงใหญ่,13.80069,100.78818,2026-06-22 21:05:00,0.11,-99,0.7,0.9,0,0,0,Normal
63,ค.ลำผักชี รร.ลำผักชี,"Lam Phak Chi Canal,Lam Phak Chi School",คลองลำผักชี,13.79205,100.83524,2026-06-22 21:05:00,0.21,-99,0.6,0.7,0,0,0,Normal
64,ค.ประเวศฯ-สนข.ลาดกระบัง,Prawet Canal-Lat Krabang District office,คลองประเวศบุรีรมย์,13.72396,100.78399,2026-06-22 21:05:00,-0.01,-99,0.4,0.6,0,0,0,Normal
65,ค.ประเวศฯ-ถ.ร่วมพัฒนา,Prawet Canal-Ruam Phatthana Rd.,คลองประเวศบุรีรมย์,13.70102,100.85095,2026-06-22 21:05:00,0.09,-99,0.4,0.6,0,0,0,Normal
66,ส.บึงหนองบอน,Nong Bon Lake Pump Station,คลองหนองบอน,13.69479,100.6535,2026-06-22 21:05:00,-2.9,-0.43,-0.1,0.0,0,0,1,Normal
68,ค.เปรมฯ-วัดเทวฯ,Prem Canal-Thewa Temple,คลองเปรมประชากร,13.85069,100.56091,2026-06-22 21:10:00,-0.42,-99,1.0,1.2,0,0,0,Normal
69,ค.เปรมฯ-คลองบ้านใหม่,Prem Canal-Klong Ban Mai,คลองเปรมประชากร,13.94336,100.60579,2026-06-22 21:10:00,0.08,-99,1.0,1.2,0,0,0,Normal
7,ค.บางเขน-ถ.วิภาวดีฯ,Bang Khen Canal-Vibhavadi Rd.,คลองบางเขน,13.85572,100.56673,2026-06-22 21:05:00,-0.32,-99,0.6,0.7,0,0,0,Normal
70,ค.ลาดพร้าว-ถ.ประดิษฐ์มนูธรรม,Lat Phrao Canal-Pradit Manutham Rd.,คลองลาดพร้าว,13.75954,100.59646,2026-06-22 21:05:00,-0.59,-99,-0.1,0.1,0,0,0,Normal
71,ค.ลาดพร้าว-วัดลาดพร้าว,Lat Phrao Canal-Lat Phrao Temple,คลองลาดพร้าว,13.80293,100.58822,2026-06-22 21:05:00,-0.5,-99,0.4,0.55,0,0,0,Normal
72,ค.ลาดพร้าว-เสนานิคม,Lat Phrao Canal-Senanikhom,คลองลาดพร้าว,13.83224,100.58974,2026-06-22 21:10:00,-0.3,-99,0.6,0.75,0,0,0,Normal
74,ปตร.ฉิมพลี,Chim Phli Drainage Gate,คลองมหาสวัสดิ์,13.80187,100.39432,2026-06-22 21:05:00,-0.12,-99,1.8,2.0,0,0,0,Normal
76,ระดับน้ำ,Water level,แม่น้ำเจ้าพระยา,13.74218,100.49466,2026-06-22 21:05:00,0.24,-99,2.3,2.5,0,0,0,Normal
78,ค.ราชมนตรี-พระราม 2,Ratchamontri Canal -Phra Ram 2,คลองพระยาราชมนตรี,13.66885,100.4299,2026-06-22 21:10:00,-0.45,-99,0.6,0.7,0,0,0,Normal
79,บางปู,Bangpu,สถานตากอากาศบางปู,13.51295,100.65425,2026-06-22 21:10:00,0.83,-99,1.6,1.8,0,0,0,Normal
8,ค.บางพรม-ชักพระ,Bang Phrom Canal-Chak Phra,คลองบางพรม,13.75973,100.45337,2026-06-22 21:05:00,0.07,-99,0.6,0.7,0,0,0,Normal
82,ค.สามเสน-ดินแดง,Sam Sen Canal-Din Daeng,คลองสามเสน,13.75604,100.5526,2026-06-22 21:10:00,-1.62,-99,0.0,0.1,0,0,0,Normal
84,ค.แสนแสบ-โบ๊เบ๊,Saen Saep Canal-Bo Bae,คลองแสนแสบ,13.75287,100.51722,2026-06-22 21:05:00,-0.81,-99,0.6,0.7,0,0,0,Normal
86,ค.ตัน-ทางด่วน,Tan Canal-Expressway,คลองตัน,13.73776,100.60436,2026-06-22 21:10:00,-0.72,-99,-0.2,0.0,0,0,0,Normal
87,ค.แสนแสบ-เจ้าคุณสิงห์,Saen Saep Canal-Chaokhun Singh,คลองแสนแสบ,13.76127,100.61532,2026-06-22 21:10:00,-0.71,-99,0.2,0.35,0,0,0,Normal
88,ค.แสนแสบ-เสรีไทย24,Saen Saep Canal-Seri Thai 24,คลองแสนแสบ,13.7805,100.67387,2026-06-22 21:05:00,-0.47,-99,0.35,0.45,0,0,0,Normal
89,ปตร. คลองทวีวัฒนา,Thawi Watthana Drainage Gate,คลองทวีวัฒนา,13.80042,100.32977,2026-06-22 21:05:00,0.58,0.58,0.9,1.0,0,0,1,Normal
90,ปตร.คลองบัว ทางรถไฟ,"Bua Canal Drainage Gate, Railway",คลองบัว,13.79993,100.41599,2026-06-22 21:05:00,-0.08,-0.13,0.7,0.8,0,0,1,Normal
91,ส.คลองชักพระ,Chak Phra Pump Station,คลองชักพระ,13.7789,100.46431,2026-06-22 21:05:00,0.02,0.1,1.6,1.8,15,0,2,Normal
92,ส.คลองมอญ,Mon Pump Station,คลองมอญ,13.74703,100.48489,2026-06-22 21:05:00,-0.06,0.14,0.8,0.9,8,0,3,Normal
93,ค.บางเชือกหนัง-ถ.พุทธมณฑลสาย 1,Bang Chueak Nang Canal-Phutthamonthon Sai 1 Rd.,คลองบางเชือกหนัง,13.74219,100.42747,2026-06-22 21:05:00,0.11,-99,0.6,0.7,0,0,0,Normal
94,ส.คลองบางกอกใหญ่,Bangkok Yai Canal Pump Station,คลองบางกอกใหญ่,13.7402,100.48992,2026-06-22 21:05:00,-0.09,0.29,0.8,0.9,18,0,3,Normal
95,ส.ภาษีเจริญ,Phasi Charoen Pump Station,คลองภาษีเจริญ,13.72221,100.46868,2026-06-22 21:05:00,-0.07,-0.05,0.7,0.8,5,0,4,Normal
96,ค.ภาษีเจริญ-ราชมนตรี,Phasi Charoen Canal-Ratchamontri Rd.,คลองภาษีเจริญ,13.70818,100.42615,2026-06-22 21:05:00,-0.01,-99,0.6,0.7,0,0,0,Normal
97,ส.คลองสำเหร่,Samre Canal Pump Station,คลองสำเหร่,13.70671,100.49647,2026-06-22 21:05:00,-0.13,0.4,0.5,0.6,3,0,2,Normal
99,ส.ดาวคะนอง,Dao Khanong Pump Station,คลองดาวคะนอง,13.69486,100.48759,2026-06-22 21:05:00,0.28,0.35,0.7,0.8,15,0,3,Normal
12,คลองสองตะวันตก,Song Tawantok Canal,,,,,,,,,,0,,Normal
15,คลองสามตะวันตก,Sam Tawantok Canal,,,,,,,,,,0,,Normal
18,คลองหนึ่ง,Nueng Canal,,,,,,,,,,0,,Normal
2,คลองควาย,Khwai Canal,,,,,,,,,,0,,Normal
20,ส.คลองขุนราชพินิจใจ,Khun Ratchapinijchai Rd.,,,,,,,,,,0,,Normal
21,สะพานพระราม 8,Rama VIII Bridge,,,,,,,,,,0,,Normal
1,ส.มหาสวัสดิ์,Maha Sawat Pump Station,,,,,,,,,,0,,Normal
10,ส.คลองวัดสิงห์,Sing Temple Pump Station,,,,,,,,,,0,,Normal
100,ส.บางขนาก,Bang Khanak Pump Station,,,,,,,,,,0,,Normal
101,ส.ท่าถั่ว,Tha Thua Pump Station,,,,,,,,,,0,,Normal
102,ปตร.ปากตะคอง,Pakkakong Drainage Gate,,,,,,,,,,0,,Normal
103,ส.ท่าไข่,Tha Khai Pump Station,,,,,,,,,,0,,Normal
104,ส.คลองมหาศร,Maha Son Canal Pump Station,,,,,,,,,,0,,Normal
106,,,,,,,,,,,,0,,Normal
107,,,,,,,,,,,,0,,Normal
11,ส.คลองบางปะแก้ว,Bang Pakao Canal Pump Station,,,,,,,,,,0,,Normal
110,สถานีท้ายไซฟอน ปตร.พระธรรมราชา (สสน.),"Tai Siphon Station, Phra Thammaracha Pump Station (DDS)",,,,,,,,,,0,,Normal
112,,,,,,,,,,,,0,,Normal
113,ส.คลองบางพลัด,Bang Phlat Canal Pump Station,,,,,,,,,,0,,Normal
115,,,,,,,,,,,,0,,Normal
116,,,,,,,,,,,,0,,Normal
117,,,,,,,,,,,,0,,Normal
118,ส.คลองวัดพิกุล,Wat Phikun Canal Pump Station,,,,,,,,,,0,,Normal
119,ส.สี่วาพาสวัสดิ์,Si Wa Pha Sawat Pump Station,,,,,,,,,,0,,Normal
12,ส.มหาชัย,Mahachai Pump Station,,,,,,,,,,0,,Normal
120,,,,,,,,,,,,0,,Normal
121,ส.คลองรางสะแก,Rang Sakae Canal Pump Station,,,,,,,,,,0,,Normal
122,,,,,,,,,,,,0,,Normal
123,,,,,,,,,,,,0,,Normal
124,,,,,,,,,,,,0,,Normal
125,,,,,,,,,,,,0,,Normal
126,,,,,,,,,,,,0,,Normal
127,,,,,,,,,,,,0,,Normal
128,,,,,,,,,,,,0,,Normal
129,,,,,,,,,,,,0,,Normal
13,,,,,,,,,,,,0,,Normal
130,,,,,,,,,,,,0,,Normal
131,,,,,,,,,,,,0,,Normal
135,,,,,,,,,,,,0,,Normal
136,,,,,,,,,,,,0,,Normal
137,,,,,,,,,,,,0,,Normal
138,,,,,,,,,,,,0,,Normal
139,,,,,,,,,,,,0,,Normal
14,,,,,,,,,,,,0,,Normal
140,,,,,,,,,,,,0,,Normal
141,,,,,,,,,,,,0,,Normal
142,,,,,,,,,,,,0,,Normal
143,ส.ตำหรุ,Tamru Pump Station,,,,,,,,,,0,,Normal
144,ส.บางปลาร้า,Bang Pla Ra Pump Station,,,,,,,,,,0,,Normal
145,ส.บางปลา,Bang Pla Pump Station,,,,,,,,,,0,,Normal
146,ส.สุวรรณภูมิ,Suvarnabhumi Pump Station,,,,,,,,,,0,,Normal
147,ส.เจริญราษฏร์,Charoen Rat Pump Station,,,,,,,,,,0,,Normal
148,ส.คลองด่าน 2,Dan 2 Canal Pump Station,,,,,,,,,,0,,Normal
149,,,,,,,,,,,,0,,Normal
15,,,,,,,,,,,,0,,Normal
156,ส.ปากคลองตลาด,Pak Khlong Talat Pump Station,,,,,,,,,,0,,Normal
157,,,,,,,,,,,,0,,Normal
158,,,,,,,,,,,,0,,Normal
159,,,,,,,,,,,,0,,Normal
16,,,,,,,,,,,,0,,Normal
160,,,,,,,,,,,,0,,Normal
161,,,,,,,,,,,,0,,Normal
162,,,,,,,,,,,,0,,Normal
163,,,,,,,,,,,,0,,Normal
164,,,,,,,,,,,,0,,Normal
165,,,,,,,,,,,,0,,Normal
166,,,,,,,,,,,,0,,Normal
167,,,,,,,,,,,,0,,Normal
168,,,,,,,,,,,,0,,Normal
169,,,,,,,,,,,,0,,Normal
17,,,,,,,,,,,,0,,Normal
170,,,,,,,,,,,,0,,Normal
171,,,,,,,,,,,,0,,Normal
172,,,,,,,,,,,,0,,Normal
173,,,,,,,,,,,,0,,Normal
174,,,,,,,,,,,,0,,Normal
175,,,,,,,,,,,,0,,Normal
176,,,,,,,,,,,,0,,Normal
177,,,,,,,,,,,,0,,Normal
178,,,,,,,,,,,,0,,Normal
179,,,,,,,,,,,,0,,Normal
18,,,,,,,,,,,,0,,Normal
180,,,,,,,,,,,,0,,Normal
181,,,,,,,,,,,,0,,Normal
182,,,,,,,,,,,,0,,Normal
183,,,,,,,,,,,,0,,Normal
184,,,,,,,,,,,,0,,Normal
185,,,,,,,,,,,,0,,Normal
186,,,,,,,,,,,,0,,Normal
188,,,,,,,,,,,,0,,Normal
189,,,,,,,,,,,,0,,Normal
19,,,,,,,,,,,,0,,Normal
190,,,,,,,,,,,,0,,Normal
191,,,,,,,,,,,,0,,Normal
192,,,,,,,,,,,,0,,Normal
193,,,,,,,,,,,,0,,Normal
194,,,,,,,,,,,,0,,Normal
195,,,,,,,,,,,,0,,Normal
196,,,,,,,,,,,,0,,Normal
197,,,,,,,,,,,,0,,Normal
198,,,,,,,,,,,,0,,Normal
199,,,,,,,,,,,,0,,Normal
2,ส.กระทุ่มแบน,Krathumben Pump Station,,,,,,,,,,0,,Normal
20,,,,,,,,,,,,0,,Normal
200,,,,,,,,,,,,0,,Normal
201,,,,,,,,,,,,0,,Normal
202,,,,,,,,,,,,0,,Normal
203,,,,,,,,,,,,0,,Normal
204,,,,,,,,,,,,0,,Normal
205,,,,,,,,,,,,0,,Normal
206,,,,,,,,,,,,0,,Normal
207,,,,,,,,,,,,0,,Normal
208,,,,,,,,,,,,0,,Normal
209,,,,,,,,,,,,0,,Normal
21,,,,,,,,,,,,0,,Normal
210,,,,,,,,,,,,0,,Normal
211,,,,,,,,,,,,0,,Normal
213,ส.คลองบางสะแก,Bang Sakae Canal Pump Station,,,,,,,,,,0,,Normal
214,ส.คลองบางน้ำชน,Bang Nam Chon Canal Pump Station,,,,,,,,,,0,,Normal
216,,,,,,,,,,,,0,,Normal
217,,,,,,,,,,,,0,,Normal
218,,,,,,,,,,,,0,,Normal
219,ส.คลองลาว,Lao Canal Pump Station,,,,,,,,,,0,,Normal
22,,,,,,,,,,,,0,,Normal
220,,,,,,,,,,,,0,,Normal
221,,,,,,,,,,,,0,,Normal
222,,,,,,,,,,,,0,,Normal
23,,,,,,,,,,,,0,,Normal
24,,,,,,,,,,,,0,,Normal
25,,,,,,,,,,,,0,,Normal
26,,,,,,,,,,,,0,,Normal
27,,,,,,,,,,,,0,,Normal
28,,,,,,,,,,,,0,,Normal
29,,,,,,,,,,,,0,,Normal
3,,,,,,,,,,,,0,,Normal
30,,,,,,,,,,,,0,,Normal
31,,,,,,,,,,,,0,,Normal
32,,,,,,,,,,,,0,,Normal
33,,,,,,,,,,,,0,,Normal
34,,,,,,,,,,,,0,,Normal
35,,,,,,,,,,,,0,,Normal
36,,,,,,,,,,,,0,,Normal
37,,,,,,,,,,,,0,,Normal
38,,,,,,,,,,,,0,,Normal
39,,,,,,,,,,,,0,,Normal
4,,,,,,,,,,,,0,,Normal
40,,,,,,,,,,,,0,,Normal
41,,,,,,,,,,,,0,,Normal
42,ส.คลองหกวาสายล่าง,Hok Wa Sai Lang Canal Pump Station,,,,,,,,,,0,,Normal
43,,,,,,,,,,,,0,,Normal
44,ส.คลองบางเขนเก่า,Bang Khen Sai Koa Canal Pump Station,,,,,,,,,,0,,Normal
45,,,,,,,,,,,,0,,Normal
46,,,,,,,,,,,,0,,Normal
48,,,,,,,,,,,,0,,Normal
49,,,,,,,,,,,,0,,Normal
5,,,,,,,,,,,,0,,Normal
51,,,,,,,,,,,,0,,Normal
56,,,,,,,,,,,,0,,Normal
57,,,,,,,,,,,,0,,Normal
58,,,,,,,,,,,,0,,Normal
59,,,,,,,,,,,,0,,Normal
60,,,,,,,,,,,,0,,Normal
61,,,,,,,,,,,,0,,Normal
62,ส.บางลำพู,Bang Lamphu Pump Station,,,,,,,,,,0,,Normal
63,,,,,,,,,,,,0,,Normal
65,,,,,,,,,,,,0,,Normal
66,,,,,,,,,,,,0,,Normal
67,,,,,,,,,,,,0,,Normal
68,ส.คลองโอ่งอ่าง,Ong Ang Canal Pump Station,,,,,,,,,,0,,Normal
7,,,,,,,,,,,,0,,Normal
70,,,,,,,,,,,,0,,Normal
73,ส.คลองประเวศบุรีรมย์,Prawet Burirom Canal Pump Station,,,,,,,,,,0,,Normal
74,,,,,,,,,,,,0,,Normal
75,,,,,,,,,,,,0,,Normal
76,,,,,,,,,,,,0,,Normal
78,,,,,,,,,,,,0,,Normal
79,,,,,,,,,,,,0,,Normal
8,,,,,,,,,,,,0,,Normal
80,,,,,,,,,,,,0,,Normal
81,,,,,,,,,,,,0,,Normal
86,,,,,,,,,,,,0,,Normal
9,,,,,,,,,,,,0,,Normal
92,,,,,,,,,,,,0,,Normal
93,,,,,,,,,,,,0,,Normal
94,,,,,,,,,,,,0,,Normal
95,,,,,,,,,,,,0,,Normal
96,,,,,,,,,,,,0,,Normal
97,ส.คลองบางบำหรุ,Bang Bamru Canal Pump Station,,,,,,,,,,0,,Normal
98,ส.เสาวภาผ่องศรี,Saowapha Phongsri Pump Station,,,,,,,,,,0,,Normal
99,ส.สมบูรณ์,Sombun Pump Station,,,,,,,,,,0,,Normal
1,ส.คลองแจงร้อน,Chaeng Ron Canal Pump Station,,,,,,,,,,0,,Normal
2,ส.คลองดาวคะนอง,Dao Khanong Canal Pump Station,,,,,,,,,,0,,Normal
3,ส.คลองบางกอกใหญ่,Bangkok Yai Canal Pump Station,,,,,,,,,,0,,Normal
4,ส.เทเวศน์,Thewet Pump Station,,,,,,,,,,0,,Normal
5,ส.คลองบางเขนใหม่,Bang Khen Mai Canal Pump Station,,,,,,,,,,0,,Normal
BANGTARAD,ส.คลองบางตลาด,Bang Talat Canal Pump Station,,,,,,,,,,0,,Normal
DIS_WATER_MKS_MSL,บึงมักกะสัน,Makkasan Lake,,,,,,,,,,0,,Normal
KHLONGLAD,ส.คลองลาดโตนด,Ladtanod Canal Pump Station,,,,,,,,,,0,,Normal
KUNAIKIM,ส.คูนายกิมสาย 3,Khunai Kim Sai 3 Pump Station,,,,,,,,,,0,,Normal
19,ส.คลองสำโรง บางเสาธง,"Samrong Canal Pump Station, Bang Sao Thong",,,,,,,,,,0,,Normal
21,ส.คลองจระเข้ใหญ่ บางเสาธง (วัดศรีวารีน้อย),"Charoen Yai Canal Pump Station, Bang Sao Thong (Si Warin Noi Temple)",,,,,,,,,,0,,Normal
27,ส.คลองเปรมฯ หลักหก,"Prem  Canal Pump Station, Lak Hok",,,,,,,,,,0,,Normal
29,ส.คลองระพีพัฒน์แยกตก,Raphiphat Yak Tok Canal Pump Station,,,,,,,,,,0,,Normal
37,ส.คลองหกวา ลำลูกกา คลอง 8,"Hok Wa Canal Pump Station, Lam Luk Ka Khlong 8",,,,,,,,,,0,,Normal
WATER_LEVEL,ส.คลองหลุมไผ่-ค.ลาดพร้าว,Lum Phai Canal Pump Station-Lat Phrao Canal,,,,,,,,,,0,,Normal
33,ส.ปิ่นเกล้า,Pinklao Pump Station,,,,,,,,,,0,,Normal
47,ส.คลองราษฎร์บูรณะ,Khlong Rat Burana Pumping Station,,,,,,,,,,0,,Normal
value,ปตร.คลองบางค้อ,Bang Kho Canal Drainage Gate,,,,,,,,,,0,,Normal
